,Country,Model,Price,Km,Year,Power_Hd,Fuel,Gearbox,CO2,Consumption
112,FR,BMW X5,24180.0,157000 ,2012,306 hp,Diesel,Automatic,198 ,7.5 
113,FR,BMW X5,27890.0,160689 ,2015,- hp,Diesel,Automatic,- (,- (
114,FR,BMW X5,27990.0,206000 ,2015,313 hp,Diesel,Automatic,159 ,6 
115,FR,BMW X5,29990.0,115597 ,2015,- hp,Diesel,Automatic,- (,- (
116,FR,BMW X5,31999.0,135177 ,2015,262 hp,Diesel,Automatic,156 ,- (
117,FR,BMW X5,35990.0,163000 ,2015,381 hp,Diesel,Automatic,- (,- (
118,FR,BMW X5,39990.0,109000 ,2015,258 hp,Diesel,Automatic,156 ,5.9 
119,FR,BMW X5,40900.0,120490 ,2017,- hp,Diesel,Automatic,- (,- (
120,FR,BMW X5,41200.0,87990 ,2017,262 hp,Diesel,Automatic,158 ,- (
121,FR,BMW X5,49950.0,42668 ,2017,258 hp,Diesel,Automatic,156 ,5.9 
122,FR,BMW X5,57990.0,89639 ,2019,- hp,Diesel,Automatic,162 ,- (
123,FR,BMW X5,57990.0,38832 ,2019,- hp,Diesel,Automatic,- (,- (
124,FR,BMW X5,62999.0,66562 ,2019,269 hp,Diesel,Automatic,155 ,- (
125,FR,BMW X5,69990.0,79000 ,2019,400 hp,Diesel,Automatic,- (,- (
126,FR,BMW X5,73900.0,17000 ,2020,- hp,Diesel,Automatic,- (,- (
127,FR,BMW X5,83699.0,6500 ,2021,- hp,- (Fuel),Automatic,- (,- (
128,FR,BMW X5,87990.0,23696 ,2021,- hp,Gasoline,Automatic,30 ,- (
129,FR,BMW X5,87999.0,21492 ,2020,- hp,Electric/Gasoline,Automatic,- (,- (
130,FR,BMW X5,87999.0,21492 ,2020,- hp,Electric/Gasoline,Automatic,- (,- (
131,FR,BMW X5,94900.0,13900 ,2020,536 hp,- (Fuel),Automatic,31 ,- (
132,FR,BMW X5,104999.0,891 ,2021,- hp,Electric/Gasoline,Automatic,- (,- (
133,FR,BMW X5,10400.0,146336 ,2004,234 hp,Gasoline,Manual,307 ,- (
134,FR,BMW X5,19480.0,134000 ,2009,211 hp,Diesel,Automatic,217 ,8.2 
135,FR,BMW X5,19900.0,195603 ,2010,249 hp,Diesel,Automatic,195 ,- (
136,FR,BMW X5,21990.0,134000 ,2007,355 hp,Gasoline,Automatic,299 ,- (
137,FR,BMW X5,24900.0,161487 ,2014,262 hp,Diesel,Automatic,156 ,- (
138,FR,BMW X5,27890.0,79500 ,2007,276 hp,Gasoline,Automatic,247 ,- (
139,FR,BMW X5,27900.0,119000 ,2014,218 hp,Diesel,Automatic,- (,- (
140,,,,,,238 hp,,,,
141,,,,,,- hp,,,,
142,,,,,,235 hp,,,,
143,FR,BMW X5,13900.0,231780 ,2007,14 hp,Diesel,Automatic,- (,- (
144,FR,BMW X5,14000.0,34001 ,2014,249 hp,- (Fuel),Automatic,- (,- (
145,FR,BMW X5,14490.0,169478 ,2009,238 hp,Diesel,Automatic,- (,- (
146,,,,,,286 hp,,,,
147,FR,BMW X5,16800.0,161000 ,2003,218 hp,Diesel,Automatic,- (,- (
148,FR,BMW X5,16900.0,297489 ,2010,238 hp,Diesel,Automatic,195 ,- (
149,,,,,,- hp,,,,
150,FR,BMW X5,18990.0,148000 ,2008,238 hp,Diesel,Manual,- (,- (
151,FR,BMW X5,19400.0,175000 ,2011,306 hp,Diesel,Automatic,- (,- (
152,,,,,,- hp,,,,
153,FR,BMW X5,22000.0,100000 ,2007,258 hp,Diesel,Automatic,- (,- (
154,FR,BMW X5,22990.0,72622 ,2007,286 hp,Diesel,Automatic,214 ,- (
155,FR,BMW X5,23950.0,123343 ,2007,262 hp,Diesel,Automatic,- (,- (
156,FR,BMW X5,24000.0,142000 ,2007,262 hp,Diesel,Automatic,- (,- (
157,FR,BMW X5,24490.0,93000 ,2010,- hp,Diesel,Automatic,198 ,7.5 
158,FR,BMW X5,24990.0,124566 ,2013,258 hp,Diesel,Automatic,198 ,9.7 
159,FR,BMW X5,25490.0,150000 ,2013,211 hp,Diesel,Automatic,- (,- (
160,,,,,,218 hp,,,,
161,,,,,,222 hp,,,,
162,FR,BMW X5,29900.0,125000 ,2008,262 hp,Diesel,Automatic,- (,- (
163,FR,BMW X5,29990.0,136560 ,2016,234 hp,Diesel,Automatic,156 ,- (
164,FR,BMW X5,29990.0,136560 ,2016,286 hp,Diesel,Automatic,156 ,- (
165,FR,BMW X5,29990.0,109870 ,2010,- hp,Diesel,Automatic,- (,- (
166,FR,BMW X5,30995.0,127728 ,2016,313 hp,Diesel,Automatic,156 ,5.9 
167,FR,BMW X5,31495.0,122687 ,2016,262 hp,Diesel,Automatic,146 ,5.6 
168,FR,BMW X5,31950.0,116929 ,2015,249 hp,Diesel,Automatic,149 ,5.6 
169,FR,BMW X5,32700.0,92022 ,2014,258 hp,Diesel,Automatic,149 ,- (
170,FR,BMW X5,32900.0,84186 ,2013,272 hp,Diesel,Automatic,164 ,- (
171,FR,BMW X5,32900.0,110900 ,2017,222 hp,Diesel,Automatic,139 ,- (
172,FR,BMW X5,32900.0,83500 ,2008,262 hp,Diesel,Automatic,220 ,8.3 
173,FR,BMW X5,32900.0,61000 ,2010,262 hp,Diesel,Automatic,- (,- (
174,FR,BMW X5,32999.0,137000 ,2015,313 hp,Diesel,Automatic,183 ,6.9 
175,FR,BMW X5,33500.0,82200 ,2014,218 hp,Diesel,Automatic,156 ,- (
176,FR,BMW X5,33900.0,91000 ,2012,320 hp,Diesel,Automatic,195 ,- (
177,FR,BMW X5,34390.0,104887 ,2015,290 hp,Diesel,Automatic,- (,- (
178,FR,BMW X5,34750.0,25150 ,2009,231 hp,Gasoline,Automatic,247 ,10.3 
179,FR,BMW X5,34890.0,78440 ,2015,234 hp,Diesel,Automatic,154 ,- (
180,FR,BMW X5,34900.0,151372 ,2015,- hp,Diesel,Automatic,158 ,- (
181,FR,BMW X5,34900.0,121000 ,2014,- hp,Diesel,Automatic,158 ,- (
182,FR,BMW X5,34900.0,111650 ,2014,234 hp,Diesel,Automatic,164 ,- (
183,FR,BMW X5,34990.0,97353 ,2015,318 hp,Diesel,Automatic,154 ,5.8 
