,Country,Model,Price,Km,Year,Power_Hd,Fuel,Gearbox,CO2,Consumption
228,FR,Audi A3,10990.0,129500 ,2009,,Diesel,Manual,112 ,- (
229,FR,Audi A3,10990.0,110066 ,2010,,Diesel,Manual,134 ,5.1 
230,FR,Audi A3,10990.0,131900 ,2009,,Diesel,Manual,135 ,- (
231,FR,Audi A3,10990.0,132000 ,,,,,,
232,FR,Audi A3,10990.0,101799 ,,,,,,
233,,,,,,,,,,
234,FR,Renault Megane,2490.0,258250 ,2004,101 hp,Diesel,Manual,119 ,4.5 
235,FR,Renault Megane,4990.0,127794 ,2013,90 hp,Diesel,Manual,104 ,- (
236,FR,Renault Megane,4990.0,196900 ,2011,110 hp,Diesel,Manual,106 ,- (
237,FR,Renault Megane,4990.0,149000 ,2010,110 hp,Ethanol,Manual,- (,- (
238,FR,Renault Megane,5790.0,122000 ,2010,86 hp,Diesel,Manual,- (,4.4 
239,FR,Renault Megane,6490.0,141000 ,2014,110 hp,Diesel,Manual,90 ,- (
240,FR,Renault Megane,7990.0,141882 ,2016,110 hp,Diesel,Manual,90 ,3.5 
241,FR,Renault Megane,9990.0,103046 ,2018,- hp,Diesel,Manual,- (,- (
242,FR,Renault Megane,9990.0,102308 ,2015,110 hp,Diesel,Manual,93 ,3.6 
243,FR,Renault Megane,9990.0,59221 ,2014,- hp,Gasoline,Manual,- (,- (
244,FR,Renault Megane,10890.0,47270 ,2015,- hp,Gasoline,Manual,- (,- (
245,FR,Renault Megane,10920.0,89696 ,2018,90 hp,Diesel,Manual,95 ,3.7 
246,FR,Renault Megane,10990.0,116429 ,2017,110 hp,Diesel,Manual,95 ,3.7 
247,FR,Renault Megane,10990.0,83500 ,2017,90 hp,Diesel,Manual,95 ,3.7 
248,FR,Renault Megane,11499.0,86706 ,2016,135 hp,Gasoline,- (Gearing Type),129 ,- (
249,FR,Renault Megane,11499.0,107025 ,2016,111 hp,Diesel,Manual,86 ,- (
250,FR,Renault Megane,11985.0,89795 ,2018,- hp,Gasoline,Manual,- (,- (
251,FR,Renault Megane,11990.0,97647 ,2017,- hp,Diesel,Manual,- (,- (
252,FR,Renault Megane,12490.0,78297 ,2016,- hp,Diesel,Manual,- (,- (
253,FR,Renault Megane,12490.0,58537 ,2018,- hp,Gasoline,Manual,- (,- (
254,FR,Renault Megane,12990.0,49919 ,2018,- hp,Diesel,Manual,- (,- (
255,FR,Renault Megane,12990.0,98066 ,2017,- hp,Diesel,Manual,- (,- (
256,FR,Renault Megane,13325.0,45613 ,2018,110 hp,Diesel,Manual,95 ,3.7 
257,FR,Renault Megane,13480.0,84941 ,2015,- hp,Diesel,Manual,- (,- (
258,FR,Renault Megane,13490.0,78693 ,2017,110 hp,Diesel,Manual,95 ,3.7 
259,FR,Renault Megane,13499.0,50896 ,2019,117 hp,Diesel,Manual,101 ,- (
260,FR,Renault Megane,13650.0,25674 ,2018,116 hp,Gasoline,Manual,124 ,5.4 
261,FR,Renault Megane,13790.0,89206 ,2019,- hp,Diesel,Manual,- (,- (
262,FR,Renault Megane,13950.0,60353 ,2017,- hp,Diesel,Manual,- (,- (
263,FR,Renault Megane,13990.0,69613 ,2018,- hp,Gasoline,Automatic,- (,- (
264,FR,Renault Megane,13990.0,74398 ,2017,- hp,Diesel,Automatic,- (,- (
265,FR,Renault Megane,14190.0,44785 ,2017,- hp,Gasoline,Manual,- (,- (
266,FR,Renault Megane,14490.0,76039 ,2016,131 hp,Diesel,Manual,103 ,4 
267,FR,Renault Megane,14490.0,65200 ,2017,- hp,Diesel,Manual,- (,- (
268,FR,Renault Megane,14499.0,31255 ,2017,102 hp,Gasoline,Manual,120 ,- (
269,FR,Renault Megane,14890.0,71137 ,2019,- hp,Diesel,Manual,- (,- (
270,FR,Renault Megane,14980.0,48653 ,2019,116 hp,Diesel,Manual,102 ,3.9 
271,FR,Renault Megane,14988.0,84987 ,2016,110 hp,Diesel,Manual,- (,- (
272,FR,Renault Megane,14990.0,42219 ,2019,- hp,Diesel,Manual,- (,- (
273,FR,Renault Megane,14990.0,25021 ,2019,95 hp,Diesel,Manual,- (,- (
274,FR,Renault Megane,14990.0,97168 ,2017,131 hp,Diesel,Manual,105 ,4 
275,FR,Renault Megane,14990.0,41773 ,2020,- hp,Diesel,Manual,- (,- (
276,FR,Renault Megane,14990.0,54950 ,2018,- hp,Diesel,Automatic,- (,- (
277,FR,Renault Megane,14990.0,81996 ,2016,110 hp,Diesel,Automatic,95 ,3.7 
278,FR,Renault Megane,14990.0,50755 ,2019,116 hp,Diesel,Manual,119 ,3.9 
279,FR,Renault Megane,14990.0,7942 ,2018,91 hp,Diesel,Manual,- (,- (
280,FR,Renault Megane,14990.0,51690 ,2016,111 hp,Diesel,Manual,- (,- (
281,FR,Renault Megane,14999.0,65172 ,2019,- hp,Diesel,Manual,- (,- (
282,FR,Renault Megane,15490.0,58015 ,2019,116 hp,Diesel,Manual,102 ,3.9 
283,FR,Renault Megane,15490.0,71618 ,2019,- hp,Diesel,Automatic,- (,- (
284,FR,Renault Megane,15490.0,41071 ,2019,116 hp,Diesel,Manual,119 ,3.9 
285,FR,Renault Megane,15490.0,35527 ,2019,- hp,Gasoline,Manual,- (,- (
286,FR,Renault Megane,15499.0,27356 ,2018,111 hp,Diesel,Manual,95 ,- (
287,FR,Renault Megane,15499.0,111586 ,2019,152 hp,Diesel,- (Gearing Type),124 ,- (
288,FR,Renault Megane,15690.0,52854 ,2019,- hp,Diesel,Manual,- (,- (
289,FR,Renault Megane,15990.0,47436 ,2017,- hp,Diesel,Automatic,- (,- (
290,FR,Renault Megane,15990.0,36000 ,2019,110 hp,Diesel,Automatic,95 ,- (
291,FR,Renault Megane,15999.0,36405 ,2016,- hp,Diesel,Manual,- (,- (
292,FR,Renault Megane,15999.0,17958 ,2019,117 hp,Diesel,Manual,102 ,- (
293,FR,Renault Megane,15999.0,14049 ,2019,117 hp,Diesel,Manual,102 ,- (
294,FR,Renault Megane,15999.0,15014 ,2019,117 hp,Diesel,Manual,102 ,- (
295,FR,Renault Megane,15999.0,36244 ,2019,117 hp,Diesel,Manual,102 ,- (
296,FR,Renault Megane,15999.0,24551 ,2018,117 hp,Diesel,Manual,102 ,- (
297,FR,Renault Megane,16290.0,29728 ,2018,- hp,Gasoline,Manual,- (,- (
298,FR,Renault Megane,16299.0,27017 ,2019,117 hp,Diesel,Manual,102 ,- (
299,FR,Renault Megane,16299.0,23380 ,2019,117 hp,Diesel,Manual,102 ,- (
300,FR,Renault Megane,16299.0,28490 ,2019,117 hp,Diesel,Manual,102 ,- (
301,FR,Renault Megane,16490.0,18970 ,2019,- hp,Gasoline,Manual,- (,- (
302,FR,Renault Megane,16490.0,51546 ,2018,- hp,Diesel,Manual,- (,- (
303,FR,Renault Megane,16499.0,23556 ,2020,117 hp,Diesel,Manual,118 ,- (
304,FR,Renault Megane,16499.0,12980 ,2019,117 hp,Diesel,Manual,102 ,- (
305,FR,Renault Megane,16499.0,18551 ,2019,117 hp,Diesel,Manual,102 ,- (
306,FR,Renault Megane,16990.0,29418 ,2017,- hp,Diesel,Manual,- (,- (
307,FR,Renault Megane,16990.0,73908 ,2018,131 hp,Diesel,Manual,105 ,4 
308,FR,Renault Megane,16990.0,41192 ,2019,- hp,Diesel,Automatic,- (,- (
309,FR,Renault Megane,16990.0,49169 ,2019,116 hp,Diesel,Manual,102 ,3.9 
310,FR,Renault Megane,16990.0,22013 ,2019,- hp,Diesel,Manual,- (,- (
