,Country,Model,Price,Km,Year,Power_Hd,Fuel,Gearbox,CO2,Consumption
403,IT,MINI One,19900.0,35806 ,2019,,Gasoline,Manual,117 ,5.1 
404,IT,MINI One Clubman,19900.0,43720 ,2018,,Gasoline,Automatic,119 ,5.1 
405,IT,MINI Cooper S,19900.0,74400 ,2017,,Gasoline,Automatic,133 ,5.7 
406,,,,,,,,,,
407,IT,MINI One Clubman,20300.0,46760 ,2018,,Gasoline,Manual,119 ,5.1 
408,IT,MINI One D,20406.0,13832 ,2018,,Diesel,Manual,- (,- (
409,IT,MINI John Cooper Works Paceman,20500.0,71737 ,2016,,Gasoline,Manual,172 ,7.4 
410,IT,MINI One Countryman,20700.0,25000 ,2018,,Gasoline,Manual,126 ,5.5 
411,IT,MINI Cooper Countryman,20890.0,57488 ,2017,,Diesel,Manual,113 ,4.3 
412,,,,,,,,,,
413,DE,MINI One,3990.0,170000 ,2002,90 hp,Gasoline,Manual,164 ,6.8 
414,DE,MINI One,4450.0,169000 ,2009,75 hp,Gasoline,Manual,128 ,5.3 
415,DE,MINI One Cabrio,4850.0,129420 ,2006,90 hp,Gasoline,Manual,168 ,7 
416,DE,MINI Cooper,5888.0,132200 ,2008,120 hp,Gasoline,Manual,129 ,5.4 
417,DE,MINI Cooper,6999.0,112382 ,2008,116 hp,Gasoline,Manual,175 ,7.3 
418,DE,MINI One Countryman,8450.0,168000 ,2011,98 hp,Gasoline,Manual,142 ,6 
419,DE,MINI Cooper Cabrio,8499.0,90000 ,2009,120 hp,Gasoline,Manual,145 ,6.1 
420,DE,MINI,9490.0,85000 ,2009,120 hp,Gasoline,Automatic,129 ,5.4 
421,DE,MINI Cooper S,9990.0,124847 ,2010,174 hp,Gasoline,Automatic,185 ,7.9 
422,DE,MINI Cooper,9990.0,158478 ,2013,111 hp,Diesel,Manual,117 ,4.4 
423,DE,MINI Cooper S,9999.0,123000 ,2010,184 hp,Gasoline,Manual,156 ,6.6 
424,DE,MINI Cooper SD,10350.0,87600 ,2013,143 hp,Diesel,Manual,114 ,4.3 
425,DE,MINI Cooper SE Countryman,10999.0,128000 ,2010,184 hp,Gasoline,Manual,0 ,6.7 
426,DE,MINI Cooper,11470.0,86879 ,2014,136 hp,Gasoline,Manual,109 ,4.6 
427,DE,MINI One,11990.0,9794 ,2015,75 hp,Gasoline,Manual,117 ,5 
428,DE,MINI Cooper,12390.0,73254 ,2014,136 hp,Gasoline,Manual,105 ,4.5 
429,DE,MINI Cooper,12490.0,40550 ,2015,122 hp,Gasoline,Manual,127 ,5.4 
430,DE,MINI Cooper Cabrio,12490.0,66050 ,2011,122 hp,Gasoline,Manual,135 ,5.7 
431,DE,MINI One,12900.0,29000 ,2017,102 hp,Gasoline,Manual,109 ,4.6 
432,DE,MINI One,13980.0,78450 ,2019,102 hp,Gasoline,Manual,122 ,5.4 
433,DE,MINI Cooper Clubman,14190.0,56270 ,2014,122 hp,Gasoline,Automatic,152 ,6.4 
434,DE,MINI Cooper S Clubman,14450.0,82873 ,2012,184 hp,Gasoline,Manual,137 ,5.9 
435,DE,MINI One,14490.0,49988 ,2015,102 hp,Gasoline,Automatic,112 ,4.8 
436,DE,MINI Cooper Countryman,14830.0,53321 ,2016,122 hp,Gasoline,Manual,140 ,5.9 
437,DE,MINI One,14900.0,48595 ,2018,102 hp,Gasoline,Manual,122 ,5.4 
438,DE,MINI Cooper,14900.0,49972 ,2011,122 hp,Gasoline,Manual,133 ,5.7 
439,DE,MINI One Clubman,15420.0,31900 ,2018,102 hp,Gasoline,Manual,119 ,5.1 
440,DE,MINI Cooper D,15490.0,127277 ,2016,116 hp,Diesel,Manual,95 ,3.6 
441,DE,MINI One Cabrio,15500.0,29854 ,2016,102 hp,Gasoline,Manual,116 ,5 
442,DE,MINI One,15790.0,22036 ,2019,102 hp,Gasoline,Manual,122 ,5.4 
443,DE,MINI Cooper,15880.0,39679 ,2015,136 hp,Gasoline,Manual,105 ,4.5 
444,DE,MINI Cooper,15900.0,69987 ,2014,122 hp,Gasoline,Manual,0 ,5.7 
445,DE,MINI One,15990.0,8250 ,2020,75 hp,Gasoline,Manual,123 ,5.4 
446,DE,MINI Cooper Cabrio,15990.0,57512 ,2014,122 hp,Gasoline,Manual,135 ,5.7 
447,DE,MINI Cooper Countryman,16295.0,31500 ,2016,122 hp,Gasoline,Manual,140 ,5.9 
448,DE,MINI Cooper,16320.0,44655 ,2016,136 hp,Gasoline,Manual,111 ,4.8 
449,DE,MINI One,16435.0,16400 ,2018,102 hp,Gasoline,Manual,122 ,5.4 
450,DE,MINI One D,16490.0,36900 ,2018,95 hp,Diesel,Manual,90 ,3.4 
451,DE,MINI Cooper,16880.0,9704 ,2018,136 hp,Gasoline,Manual,111 ,4.7 
452,DE,MINI One Clubman,17240.0,45470 ,2019,102 hp,Gasoline,Manual,131 ,5.8 
453,DE,MINI One,17390.0,22990 ,2019,102 hp,Gasoline,Manual,123 ,5.4 
